neuron_label,root_id,cell_type,subtype,branch_idx,branch_order,mean_diameter_nm,total_length_nm,electrotonic_length,soma_distance_nm,synapse_count,exc_count,inh_count,exc_fraction,regime,regime_name,order_regime,kmeans_regime,is_bpc,clark_evans_raw,interval_cv_raw,pairwise_compactness_raw,clark_evans_z,interval_cv_z,pairwise_compactness_z
exc_23P_2,864691135866483845,excitatory,23P,71,8,733.0769230769231,34314.572304816276,0.0694167766462965,112065.42688399706,2,1,1,0.5,1,nonlinear-prone,2,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,72,10,734.4516129032259,44282.97702605962,0.0894985177174554,241527.02071005484,1,0,1,0.0,1,nonlinear-prone,2,1,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,73,10,699.7142857142857,28798.218688095963,0.0596301473210445,233784.641541073,1,1,0,1.0,1,nonlinear-prone,2,1,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,74,4,815.0140845070423,105025.90912052876,0.2014997538353529,102835.41509495862,16,3,13,0.1875,2,compartmentalized,1,2,False,1.0475247079753605,0.7439772853744754,0.37237765962095587,0.6064393509739482,-0.8477862824289776,0.9393630406493437
exc_23P_2,864691135866483845,excitatory,23P,75,4,876.1724137931035,84156.09089081698,0.1557225094431256,92400.50598010272,7,0,7,0.0,2,compartmentalized,1,2,False,0.5629379118617138,0.8866359370778987,0.20097668451211337,-1.2463550472034073,0.3840480434639065,-1.947323547364476
exc_23P_2,864691135866483845,excitatory,23P,76,4,934.88,73492.2482375558,0.1316510193673797,79088.4710987102,10,3,7,0.3,2,compartmentalized,1,2,False,0.7924873325597913,1.0060432832160746,0.4041273388597757,-0.48139390906329393,0.6131180153551644,1.1881403344292658
exc_23P_2,864691135866483845,excitatory,23P,77,4,800.0327868852459,88639.61168339147,0.1716463526247799,86662.15282162804,11,5,6,0.4545454545454545,2,compartmentalized,1,2,False,0.482488953832463,0.8331111739807133,0.16184922231502252,-1.9388423631336051,-0.16919209843374977,-3.0013750611999868
exc_23P_2,864691135866483845,excitatory,23P,78,6,1222.842105263158,26763.373971436773,0.0419195196964189,76999.5124031775,5,2,3,0.4,1,nonlinear-prone,2,0,False,0.2357936714983622,0.9105133950467497,0.10533219199145868,-1.9997938797920927,0.6218600000151482,-2.5382102420564205
exc_23P_2,864691135866483845,excitatory,23P,79,6,836.9473684210526,82352.13115951559,0.1559144603476454,104793.8909972169,8,3,5,0.375,2,compartmentalized,2,2,False,1.283052587552588,0.8105679781804266,0.3467676109366606,1.6082018389926944,0.0014086827307084545,0.24574068928676246
exc_23P_2,864691135866483845,excitatory,23P,80,7,959.6,20840.36453968703,0.0368485853094691,100801.3816587394,2,0,2,0.0,1,nonlinear-prone,2,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,81,7,1160.0,4526.941342693037,0.0072800858369649,92644.6700602424,0,0,0,,0,summation-like,2,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,82,5,707.6585365853658,59521.75567293886,0.1225531518962275,145595.47305395754,4,0,4,0.0,2,compartmentalized,1,2,False,,0.30525539276613306,0.1224505666136784,,-1.224363125160052,-1.8519360962167515
exc_23P_2,864691135866483845,excitatory,23P,83,5,675.2380952380952,28536.066457970453,0.0601487030111898,130102.62844647332,2,1,1,0.5,1,nonlinear-prone,1,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,84,8,727.9607843137255,150966.3952444987,0.3064692604878318,186704.76155083225,5,2,3,0.4,2,compartmentalized,2,2,False,0.5704539767363331,0.9046682224783974,0.3431086014889864,-0.9933161833076886,0.69986683324231,0.09539464514194017
exc_23P_2,864691135866483845,excitatory,23P,85,8,637.2,56931.14118530367,0.1235300545301702,139687.13452123475,3,3,0,1.0,2,compartmentalized,2,2,False,,0.516732496066579,0.24035994329946175,,0.07808069826164471,-0.6198833934605548
exc_23P_2,864691135866483845,excitatory,23P,86,2,848.0,7520.9160472502435,0.0141459931059799,19646.97960640088,1,0,1,0.0,0,summation-like,0,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,87,2,959.2,19536.134004977554,0.0345497308042491,25654.588585264537,2,0,2,0.0,1,nonlinear-prone,0,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,88,3,803.6179775280899,131299.93003862578,0.2536882193911669,89057.4026493389,28,6,22,0.2142857142857142,2,compartmentalized,0,2,False,0.892964981649064,1.0094533501200447,0.3481112913270129,-0.4695719838243514,0.37171803981613316,0.4267909631929622
exc_23P_2,864691135866483845,excitatory,23P,89,3,817.1764705882352,123559.47533470156,0.2367438774063009,85187.17529737677,23,5,18,0.217391304347826,2,compartmentalized,0,2,False,1.1915420284339695,0.8752531485702303,0.3589136356232247,1.476365841348546,-0.344041188134532,0.7951007960683527
exc_23P_2,864691135866483845,excitatory,23P,90,2,931.0769230769232,37262.19665221586,0.0668861655623751,40455.96951963765,4,2,2,0.5,1,nonlinear-prone,0,0,False,,0.7382195137176935,0.25446651472053944,,0.3514208597128637,-0.72033350895012
exc_23P_2,864691135866483845,excitatory,23P,91,2,1053.5,8476.794694371965,0.0143045770774459,26063.2685407157,2,0,2,0.0,0,summation-like,0,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,92,3,729.8032786885246,88647.06873699665,0.1797306321427197,103504.9227467736,13,5,8,0.3846153846153846,2,compartmentalized,0,2,False,1.1121519872159342,0.7962997025363893,0.3588134457553928,0.9261004675183221,-0.45586382570791395,0.5614215724943843
exc_23P_2,864691135866483845,excitatory,23P,93,3,814.08,34177.95933301431,0.0656104797550626,76270.36804478243,5,0,5,0.0,1,nonlinear-prone,0,0,False,0.4302659357762607,0.6836215235374996,0.45974330614584924,-1.4392720128132872,-0.10527202977684355,1.3609742642960827
exc_23P_2,864691135866483845,excitatory,23P,94,3,779.2682926829268,58734.19975297671,0.1152413083889811,88454.16772223393,14,8,6,0.5714285714285714,1,nonlinear-prone,0,2,False,0.825281923055047,0.9041392489178944,0.26350332004163035,-0.5067423874781477,0.04291173370296928,-1.4383289249851663
exc_23P_2,864691135866483845,excitatory,23P,95,3,754.2352941176471,48015.19633216322,0.0957603910259455,83094.66601182718,6,2,4,0.3333333333333333,1,nonlinear-prone,0,0,False,0.7521323975718295,0.8303259490278573,0.3497753057004548,-0.30112443435701824,0.18146765883528942,0.2130600826357231
exc_23P_2,864691135866483845,excitatory,23P,96,3,753.35,58505.76607545545,0.1167510785911512,71683.9132521323,13,9,4,0.6923076923076923,2,compartmentalized,0,2,False,0.8361970336329443,1.216725814147489,0.38914701913066735,-0.4726226399291609,1.6207118756059962,1.1875183954544413
exc_23P_2,864691135866483845,excitatory,23P,97,3,749.0,8640.442066966069,0.0172924162567597,46751.251247887616,2,0,2,0.0,0,summation-like,0,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,98,4,796.2933333333333,110321.78933343929,0.2141338791836078,91828.5375484798,15,4,11,0.2666666666666666,2,compartmentalized,1,2,False,0.8375483515781952,0.9804257701444147,0.32777701378476604,-0.48569650896414207,0.40637979795419205,-0.07815490261163364
exc_23P_2,864691135866483845,excitatory,23P,99,4,757.4520547945206,106167.87478041652,0.2112886543820649,89751.58027196841,23,6,17,0.2608695652173913,2,compartmentalized,1,2,False,0.8706917996939219,1.3579719637266907,0.3251600015465198,-0.47357847156780025,2.3817049824009464,-0.23760540686035014
exc_23P_2,864691135866483845,excitatory,23P,100,4,629.2,5449.914568796709,0.0119002467040481,103661.7535742584,2,0,2,0.0,0,summation-like,1,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,101,4,629.925925925926,37186.16224468718,0.081151629669244,119529.87741220364,4,0,4,0.0,1,nonlinear-prone,1,0,False,,0.6796404377130526,0.18093464683194857,,0.07748733231841796,-1.2897158933523474
exc_23P_2,864691135866483845,excitatory,23P,102,5,633.3333333333334,16340.987396252647,0.035564994777985,114557.20455678308,3,0,3,0.0,1,nonlinear-prone,1,0,False,,0.8757363089268435,0.30912422694292846,,1.23958988115272,-0.11930109484373431
exc_23P_2,864691135866483845,excitatory,23P,103,5,551.5,9126.6853320993,0.0212863376242427,110950.0535247064,3,1,2,0.3333333333333333,0,summation-like,1,0,False,,0.08318018143642472,0.08810649190392239,,-1.4256004331686272,-1.6149701857255359
exc_23P_2,864691135866483845,excitatory,23P,104,6,669.2727272727273,15038.585314279106,0.0318394859417994,130246.99091204896,2,1,1,0.5,1,nonlinear-prone,2,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,105,6,454.0,5551.806691546671,0.0142714150563722,125503.60160068273,1,0,1,0.0,0,summation-like,2,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,106,8,826.5454545454545,64694.521860976514,0.1232522238064577,183203.3190798536,8,1,7,0.125,2,compartmentalized,2,2,False,0.9236577905669152,0.8063340796757791,0.24137551417179118,0.17208203113214304,-0.025127109935423213,-1.4599257578361073
exc_23P_2,864691135866483845,excitatory,23P,107,8,745.2,26439.52856518187,0.0530490866917497,164075.8224319563,1,0,1,0.0,1,nonlinear-prone,2,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,108,7,725.0,4518.574038809455,0.0091916404323755,140025.57058859323,1,0,1,0.0,0,summation-like,2,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,109,7,540.0,1769.7644238863068,0.0041713747507757,138651.16578113165,0,0,0,,0,summation-like,2,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,110,8,788.0,16534.319033433283,0.0322614461979673,150552.0171247146,7,2,5,0.2857142857142857,1,nonlinear-prone,2,0,False,0.865458043169745,0.7873216061733932,0.384234408049601,0.06260311794620603,-0.09889815335247887,0.7311924684464682
exc_23P_2,864691135866483845,excitatory,23P,111,8,498.0,3262.2790357591,0.0080069489801548,143915.9971258775,0,0,0,,0,summation-like,2,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,112,2,799.4202898550725,101059.6535818324,0.1957721224310257,90834.30705013366,30,6,24,0.2,2,compartmentalized,0,2,False,1.1353110039263523,0.7028113555850054,0.2858737449100291,1.2017923478112984,-1.579683921550291,-1.7272778995600244
exc_23P_2,864691135866483845,excitatory,23P,113,2,822.9655172413793,83470.37376056782,0.1593683830589702,82039.66713950137,22,4,18,0.1818181818181818,2,compartmentalized,0,2,False,1.1366626419675678,1.0627821837181362,0.27230884564651614,1.1320912031987878,0.7638337766790889,-1.7991021518962156
exc_23P_2,864691135866483845,excitatory,23P,114,2,948.0,12037.710558221304,0.0214141260814888,25767.95437683074,0,0,0,,0,summation-like,0,0,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,115,2,1053.529411764706,22613.17601234618,0.0381591645927146,31055.68710389318,8,0,8,0.0,1,nonlinear-prone,0,0,False,0.8758662809336678,0.8124347453553282,0.33744713124030323,-0.03303536422318869,-0.039938959555111425,-0.013991352839861956
exc_23P_2,864691135866483845,excitatory,23P,116,3,785.9767441860465,126842.84491890317,0.2478116694298214,95208.23211539297,27,4,23,0.1481481481481481,2,compartmentalized,0,2,False,0.7306075234564562,1.2523494710417853,0.30044176990672716,-1.5361116010432467,1.8614785581108735,-1.0939365240249153
exc_23P_2,864691135866483845,excitatory,23P,117,3,815.4216867469879,121323.50418363333,0.2327096773766918,92448.56174775804,18,6,12,0.3333333333333333,2,compartmentalized,0,2,False,0.8260810877601071,0.9297435776578553,0.33952724483095126,-0.6383163724054437,-0.02774934294946666,0.1343782682782344
exc_23P_2,864691135866483845,excitatory,23P,118,3,922.9620253164557,116481.4807847124,0.2100030460221867,93663.3959801095,23,4,19,0.1739130434782608,2,compartmentalized,0,2,False,1.0833453977212182,1.3239965990635016,0.3955800060440874,0.8080038391581498,2.22995419975234,1.8797586677045655
exc_23P_2,864691135866483845,excitatory,23P,119,3,862.4324324324324,108499.35432442476,0.2023602657237856,89672.33274996569,25,4,21,0.16,2,compartmentalized,0,2,False,0.8587599904749608,1.2424765022910393,0.2851773987892061,-0.6622262633688901,1.840055343845666,-1.5431650978514162
exc_23P_2,864691135866483845,excitatory,23P,120,7,827.7647058823529,49690.48765297673,0.0945976687118626,170797.8225760643,1,0,1,0.0,1,nonlinear-prone,2,2,False,,,,,,
exc_23P_2,864691135866483845,excitatory,23P,121,7,740.1379310344828,40765.12796201366,0.0820716389748325,166335.14273058277,0,0,0,,1,nonlinear-prone,2,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,0,0,2272.6666666666665,18052.385931375473,0.0207408889274829,9026.192965687736,20,1,19,0.05,0,summation-like,0,0,False,0.6793237767345498,1.5176056480012237,0.261089844609174,-1.5282022515728066,3.1433816098445346,-1.9725577357589106
exc_4P,864691135738528881,excitatory,4P,1,1,3139.6666666666665,16618.10228798052,0.016244273167894,8309.05114399026,22,0,22,0.0,0,summation-like,0,0,False,0.7412849271753784,1.3454747336903838,0.3362050523919561,-1.2826870833886161,2.2868736089299,0.12004243976474101
exc_4P,864691135738528881,excitatory,4P,2,1,3747.5,15650.298089271651,0.0140027205099902,7825.149044635826,13,0,13,0.0,0,summation-like,0,0,False,0.7246399705223423,1.4421917712972665,0.20005927916645908,-0.9880675850104509,2.5864097255199754,-2.7878629104253254
exc_4P,864691135738528881,excitatory,4P,3,1,2224.25,26726.682729389428,0.0310394406174815,13363.341364694714,5,0,5,0.0,1,nonlinear-prone,0,0,False,0.8484910448848472,0.7814324369706768,0.3280509597003552,0.07840374019527964,0.25183835928750303,-0.07540435254229008
exc_4P,864691135738528881,excitatory,4P,4,1,6541.0,15316.99396095722,0.0103731842967216,7658.496980478611,6,0,6,0.0,0,summation-like,0,0,False,0.2611204722932004,0.8831524476836105,0.05895670578333449,-2.2059368225308424,0.41067561561068766,-3.3307360583364076
exc_4P,864691135738528881,excitatory,4P,5,1,2395.1428571428573,20936.153665519385,0.0234310533945302,10468.076832759692,9,0,9,0.0,0,summation-like,0,0,False,0.9168296238946111,0.7374108642248888,0.29184871763967163,0.09980776826036702,-0.5029974284282678,-0.726268330817181
exc_4P,864691135738528881,excitatory,4P,6,1,875.0681818181819,142351.9830110076,0.2635743852962888,71175.9915055038,42,2,40,0.0476190476190476,2,compartmentalized,0,2,False,0.7333765626174336,1.144122347240172,0.3165295736535309,-2.063608415303248,1.3352279831938754,-0.7028273041071234
exc_4P,864691135738528881,excitatory,4P,7,1,909.7297297297296,120643.12675612688,0.2190821619697579,60321.563378063445,24,1,23,0.0416666666666666,2,compartmentalized,0,2,False,0.8616834584884898,1.5088300891704567,0.3711035076954186,-0.6055748885222275,3.247725018020056,1.2161139216921717
exc_4P,864691135738528881,excitatory,4P,8,1,2571.3333333333335,20606.95532033676,0.0222584678667958,10303.47766016838,13,1,12,0.0769230769230769,0,summation-like,0,0,False,0.7583769209707515,0.9390844707992604,0.21436773360370381,-0.7732371418311436,0.17009904326595743,-2.448529881264777
exc_4P,864691135738528881,excitatory,4P,9,8,877.0,10143.98574859129,0.018761582225925,98851.20952950658,2,0,2,0.0,0,summation-like,2,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,10,8,591.0,2819.3641800081077,0.0063521107965093,95188.898745215,0,0,0,,0,summation-like,2,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,11,1,978.6666666666666,7529.084447365099,0.013182124145307,21816.928155058024,5,0,5,0.0,0,summation-like,0,0,False,0.8856279918547629,1.0384785672633075,0.2774038417104156,0.21974509462287078,1.2318478397941603,-0.5860554624487073
exc_4P,864691135738528881,excitatory,4P,12,1,990.5,8989.44006638052,0.0156446563789909,22547.105964565733,1,0,1,0.0,0,summation-like,0,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,13,3,723.9344262295082,89896.3538151552,0.1830008427206543,101885.78083223743,13,2,11,0.1538461538461538,2,compartmentalized,0,2,False,0.808735128650102,1.002136083058654,0.3030662723521229,-0.4662899629796968,0.441964766161399,-0.5621756027841178
exc_4P,864691135738528881,excitatory,4P,14,3,1438.6666666666667,1824.6416132404893,0.0026348634431362,57849.92473128008,0,0,0,,0,summation-like,0,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,15,2,955.1428571428572,19452.5128264754,0.0344748330402636,35307.72679197827,7,1,6,0.1428571428571428,1,nonlinear-prone,0,0,False,1.0023193883386363,1.0384947977499495,0.3942635878981936,0.5785832644153719,0.813087040125839,0.8450615880243904
exc_4P,864691135738528881,excitatory,4P,16,2,805.3968253968254,90896.9183497784,0.1754303906074926,71029.92955362977,28,5,23,0.1785714285714285,2,compartmentalized,0,2,False,0.7396010762644726,1.0249637792233175,0.25914506698425427,-1.5078478743210837,0.5243368067379129,-2.4171179829019236
exc_4P,864691135738528881,excitatory,4P,17,6,862.0434782608696,67590.67432554196,0.1260906319398909,100211.0155138263,16,7,9,0.4375,2,compartmentalized,2,2,False,0.5735319982503997,1.321572415972239,0.26056272044470435,-1.8995147186687338,1.9861147067387157,-1.7160026937441426
exc_4P,864691135738528881,excitatory,4P,18,6,759.4222222222222,65016.22025315085,0.1292232604810772,98923.78847763076,4,2,2,0.5,2,compartmentalized,2,2,False,,0.5691726912064031,0.17507145610839514,,-0.28812160643311635,-1.4587243904926432
exc_4P,864691135738528881,excitatory,4P,19,5,810.75,46006.05028589058,0.0884977233678206,79253.99911408871,14,2,12,0.1428571428571428,1,nonlinear-prone,1,0,False,0.8792307338936604,0.9480267539818721,0.35060619246498576,-0.2408300588948655,0.17166948780787344,0.3780701976437454
exc_4P,864691135738528881,excitatory,4P,20,5,707.4285714285714,8042.444647615022,0.0165617951985801,60272.19629495093,1,1,0,1.0,0,summation-like,1,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,21,3,607.4526315789474,140042.20233548904,0.3112170275328364,115055.0843729605,22,4,18,0.1818181818181818,2,compartmentalized,0,2,False,0.5461358574363626,1.0769251723854019,0.19127574702461653,-2.5420035417981355,0.7825630541633,-4.229126463059845
exc_4P,864691135738528881,excitatory,4P,22,3,774.7636363636364,79748.79764689867,0.1569278977874228,84908.3820286653,29,8,21,0.2758620689655172,2,compartmentalized,0,2,False,0.9616251110338871,0.9439862833037298,0.2944818031846068,-0.024536054313854506,-0.03227079712541475,-1.2973357107711307
exc_4P,864691135738528881,excitatory,4P,23,4,895.4090909090909,64008.95701490698,0.117163039106738,90766.72404535384,13,5,8,0.3846153846153846,2,compartmentalized,1,2,False,0.9048641191749632,0.8060621613760454,0.36707991389300976,-0.05456418557645017,-0.42484668454664576,0.6641283573586383
exc_4P,864691135738528881,excitatory,4P,24,4,1145.7142857142858,7100.044854492526,0.0114890350830103,62312.267965146595,6,1,5,0.1666666666666666,0,summation-like,1,0,False,0.970634807025886,0.5823078518636413,0.4335113870163588,0.5234567232880614,-0.7499495388643858,1.216193166929795
exc_4P,864691135738528881,excitatory,4P,25,2,886.0909090909091,130139.15776481538,0.2394580704511397,80386.5728433649,31,9,22,0.2903225806451613,2,compartmentalized,0,2,False,1.0622129498768513,0.99894602687161,0.258161457101312,0.6351749182684506,0.2769651815307398,-2.647108171207253
exc_4P,864691135738528881,excitatory,4P,26,2,808.875,115838.28308048406,0.2230858542913941,73236.13550119926,27,9,18,0.3333333333333333,2,compartmentalized,0,2,False,1.1308445687539452,0.6278152745390334,0.303047365195741,1.2062593427731734,-2.000545911900886,-0.9308206607227625
exc_4P,864691135738528881,excitatory,4P,27,2,1601.5,4504.499494721591,0.0061651507214298,18870.352035341315,6,2,4,0.3333333333333333,0,summation-like,0,0,False,0.7366594271529284,0.8107260218996704,0.3498646836004832,-0.4297423349717748,0.18434761065629693,0.13721002717546427
exc_4P,864691135738528881,excitatory,4P,28,2,920.0,12184.780196694452,0.0220031273796247,22710.492386327747,7,0,7,0.0,0,summation-like,0,0,False,0.8687562641533908,1.0844099161128797,0.273319328954616,0.024954336919697655,1.1142186955643818,-0.9043174106416317
exc_4P,864691135738528881,excitatory,4P,29,3,1402.7142857142858,19405.66208500503,0.0283794831644495,30825.43282520463,4,0,4,0.0,1,nonlinear-prone,0,0,False,,0.5374368717959374,0.18180379218030596,,-0.3945113728651346,-1.2766334165252138
exc_4P,864691135738528881,excitatory,4P,30,3,1110.7692307692307,16594.215130015065,0.0272712737557727,29419.70934770965,12,2,10,0.1666666666666666,0,summation-like,0,0,False,1.1430072376561087,0.5535947589731236,0.2854717823667275,1.0715061507487036,-1.4963842886643328,-0.9268255790276897
exc_4P,864691135738528881,excitatory,4P,31,4,1477.2,13559.431682993538,0.0193233519997339,47307.979709203915,5,0,5,0.0,0,summation-like,1,0,False,1.0498563415320765,0.5265962808610855,0.49100224369119627,0.8344152676805152,-0.7622299785253398,1.6976351256633377
exc_4P,864691135738528881,excitatory,4P,32,4,966.3333333333334,51710.3243633059,0.0911117543490057,66383.4260493601,14,5,9,0.3571428571428571,1,nonlinear-prone,1,0,False,0.6536057425607027,1.0277011744190785,0.2553825664690302,-1.3224961982404624,0.516543838987513,-1.704337205008554
exc_4P,864691135738528881,excitatory,4P,33,5,1185.0454545454545,130564.45079267956,0.2077390155490164,119369.92094704046,42,15,27,0.3571428571428571,2,compartmentalized,1,2,False,0.9257294353396586,1.2195481176330727,0.2805942144192409,-0.3452687664775068,1.646472927852933,-2.165642840363485
exc_4P,864691135738528881,excitatory,4P,34,5,1204.8,12327.98280035466,0.0194533843626746,60251.68695087801,5,0,5,0.0,0,summation-like,1,0,False,0.8588651248378725,0.5408065786744604,0.28711416265448153,0.11525845851591479,-0.735018541442257,-0.5415067946651998
exc_4P,864691135738528881,excitatory,4P,35,2,799.3734939759037,122133.02140048365,0.2366022425549792,82002.6643657612,46,8,38,0.1739130434782608,2,compartmentalized,0,2,False,0.840107107902955,0.9513940103777515,0.3056490808613602,-1.2059586450724649,-0.13213449238036454,-1.1687974972541089
exc_4P,864691135738528881,excitatory,4P,36,2,1002.5454545454544,30469.206960518164,0.0527071752966917,36170.757145778465,4,1,3,0.25,1,nonlinear-prone,0,0,False,,1.1217253929467956,0.2586247991364754,,1.7237470149196863,-0.642541513521973
exc_4P,864691135738528881,excitatory,4P,37,3,825.9411764705883,100422.56878513531,0.1913891857212891,79014.16687724263,17,5,12,0.2941176470588235,2,compartmentalized,0,2,False,0.7833837746294045,0.7784497797276161,0.34378643583863305,-0.9245918502889691,-0.7106547779177511,0.24630024883934543
exc_4P,864691135738528881,excitatory,4P,38,3,698.8421052631579,53701.97662935747,0.1112657159846196,55653.87079935371,22,13,9,0.5909090909090909,1,nonlinear-prone,0,2,False,1.3133195527348047,0.6459914654444039,0.34542252770328774,2.1856458348850514,-1.621232873993429,0.3815316195540378
exc_4P,864691135738528881,excitatory,4P,39,2,1176.0,6028.083252348081,0.0096280028044845,18664.33971544569,3,0,3,0.0,0,summation-like,0,0,False,,0.7440807787401682,0.22404796482480832,,0.856815792985731,-0.7438178095526341
exc_4P,864691135738528881,excitatory,4P,40,2,1036.6896551724135,41287.305835388186,0.0702348710254137,36293.95100696574,11,4,7,0.3636363636363636,1,nonlinear-prone,0,0,False,0.8520299199361163,1.0039461172816033,0.2811167818139908,-0.28073925253915444,0.608139397735274,-1.0260786922028666
exc_4P,864691135738528881,excitatory,4P,41,3,1121.0,4493.238279472917,0.0073505065885462,23925.000481356194,2,0,2,0.0,0,summation-like,0,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,42,3,793.0704225352113,102323.66689723093,0.1990127248284325,72840.2147902352,37,8,29,0.2162162162162162,2,compartmentalized,0,2,False,1.008029721655234,0.9432013563087107,0.343445154177648,0.29575281239468204,-0.10973474312476955,0.37931940322405144
exc_4P,864691135738528881,excitatory,4P,43,3,791.8222222222222,65246.87235105065,0.127000807626029,82369.98070863998,16,6,10,0.375,2,compartmentalized,0,2,False,1.056148421180268,0.8981869517194842,0.35006107423498295,0.626316981175509,-0.11150126535190154,0.4443124891912562
exc_4P,864691135738528881,excitatory,4P,44,3,888.0,12267.182403844445,0.0225475296879957,55880.13573503687,2,0,2,0.0,0,summation-like,0,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,45,4,1087.5,22547.64892711942,0.0374496064945259,37445.44408465236,10,2,8,0.2,1,nonlinear-prone,1,0,False,0.4230935691003077,0.6878448627921525,0.16707238304375452,-2.0178994349977586,-0.8236332903342036,-2.8731804616116015
exc_4P,864691135738528881,excitatory,4P,46,4,768.5714285714286,7527.281559241362,0.014871564900381,29935.26040071333,3,0,3,0.0,0,summation-like,1,0,False,,0.7664575572523501,0.47284989728833615,,0.9559881356782524,0.9403545524498841
exc_4P,864691135738528881,excitatory,4P,47,5,798.1408450704225,104584.9970465234,0.2027637186845226,101011.76707147378,38,8,30,0.2105263157894736,2,compartmentalized,1,2,False,0.7411925504244101,1.049303544458124,0.31429822220629716,-1.835896104610285,0.6067513140496146,-0.6884015882336334
exc_4P,864691135738528881,excitatory,4P,48,5,817.8378378378378,52959.54401326667,0.1014311302061427,75199.04055484541,22,13,9,0.5909090909090909,1,nonlinear-prone,1,0,False,0.8844055404804417,1.001325120431538,0.36269645206096257,-0.4134600409151059,0.38658526452738656,0.7970917439144168
exc_4P,864691135738528881,excitatory,4P,49,2,810.0952380952381,91027.4118296563,0.1751720378678796,66120.66123516491,32,3,29,0.09375,2,compartmentalized,0,2,False,1.0626378540907475,0.9120136305198118,0.3501353437716982,0.6978155197990991,-0.3199413800113652,0.6256988263693336
exc_4P,864691135738528881,excitatory,4P,50,2,823.4426229508197,88240.25218083494,0.1684266056926488,64727.081410754225,24,3,21,0.125,2,compartmentalized,0,2,False,0.826561222409411,1.3324581788444367,0.29625205923913317,-0.8040689014811482,2.247438293465251,-1.1720192017531612
exc_4P,864691135738528881,excitatory,4P,51,6,812.2857142857143,8927.47606951033,0.017156745710994,99925.58433379502,4,1,3,0.25,0,summation-like,2,0,False,,1.241921176124424,0.3037887498835455,,2.042304442388726,-0.2784546490607199
exc_4P,864691135738528881,excitatory,4P,52,6,806.0,33078.60694118644,0.0638175780243884,112001.14976963308,7,1,6,0.1428571428571428,1,nonlinear-prone,2,0,False,0.8838545450663583,1.1355526176927804,0.42759680734108396,0.10143282181534516,1.2918720854926895,1.2674576134771185
exc_4P,864691135738528881,excitatory,4P,53,7,859.2,6020.655270042301,0.0112501225754787,107399.65000357134,2,0,2,0.0,0,summation-like,2,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,54,7,559.0,2940.2084359113787,0.0068113444436657,105859.42658650588,0,0,0,,0,summation-like,2,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,55,8,923.5,4520.245791554938,0.0081471221546323,112670.10053436997,0,0,0,,0,summation-like,2,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,56,8,548.0,3422.5970481161517,0.0080080378941921,112121.27616265057,0,0,0,,0,summation-like,2,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,57,9,838.4,6017.82212942939,0.0113834614083728,117939.13449486213,2,0,2,0.0,0,summation-like,2,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,58,9,513.0,3117.8990699472906,0.0075398724182895,116489.17296512106,1,0,1,0.0,0,summation-like,2,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,59,10,942.0,6016.193623510462,0.0107363579141052,123956.14237133204,1,0,1,0.0,0,summation-like,2,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,60,10,539.5,2944.240327811868,0.0069428560337218,122420.16572348274,1,0,1,0.0,0,summation-like,2,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,61,11,948.4,5960.02525604639,0.0106001730386895,129944.25181111047,2,0,2,0.0,0,summation-like,2,0,False,,,,,,
exc_4P,864691135738528881,excitatory,4P,62,11,619.0,2714.789655067393,0.0059765628158443,128321.63401062098,0,0,0,,0,summation-like,2,0,False,,,,,,
